# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  11750-9101   1-397456    0.057339095 0.057339095 0.057442363 0.67911655       170.72226         4.3593464            0.5612903       168.32407        4.9955134         1.5598426     
  11746-3701   1-218839    0.05059279  0.05059279  0.050557945 0.8678689        40.858063         3.1590405            0.7482771       37.459198        3.3857698         3.7863858     
  11746-3703   1-218728    0.047963135 0.047963135 0.04792158  0.43737847       173.2046          4.2675204            0.31245744      173.34897        4.715004          1.179164      
  11746-12705  1-605305    0.02560442  0.02560442  0.02554357  0.48653376       163.7595          9.984242             0.3686198       167.94736        11.542109         0.534819      
  11746-12704  1-218981    0.07372046  0.07372046  0.07368991  0.5763132        50.560364         5.751726             0.4621136       50.316345        6.9830112         2.4176157     
  11746-12703  1-556472    0.04808478  0.04808478  0.048028853 0.89914775       14.9769745        12.101943            0.8086811       16.563477        15.330992         1.6768456     
  11746-1901   1-218628    0.039895784 0.039895784 0.039854474 0.93585426       16.215576         2.2198164            0.82952994      24.016052        1.7822497         6.0           
  11746-3704   1-218723    0.029980225 0.029980225 0.029931705 0.7038063        8.266312          4.6595               0.6167963       8.096039         5.563851          2.8111324     
  11746-12702  1-218748    0.025527079 0.025527079 0.025487501 0.37348038       90.143776         9.806194             0.28696063      89.21301         10.733434         0.7239885     
  11746-3702   1-585026    0.044210654 0.044210654 0.044175565 0.62321645       50.84909          2.4810987            0.17249098      50.351044        2.957259          6.0           
  11746-12701  1-605268    0.05346802  0.05346802  0.053431675 0.84855          129.15755         5.4190764            0.75839764      137.80777        5.589181          0.53766406    
  11746-6104   1-585075    0.03082804  0.03082804  0.030789616 0.8509138        40.878815         6.6482253            0.735416        44.733063        10.858979         5.0668883     
  11746-6103   1-218808    0.04761514  0.04761514  0.04758314  0.8612466        110.81851         5.967985             0.844451        111.12738        11.404321         6.0           
  11746-1902   1-218765    0.030222619 0.030222619 0.030173553 0.9091893        159.73807         1.6986549            0.81748563      150.74084        1.3644898         4.65539       
  11746-6102   1-218764    0.06825959  0.06825959  0.0682106   0.83429384       0.7069702         4.069377             0.73690283      0.59262085       5.6426373         3.8798532     
  11746-6101   1-218690    0.06555224  0.06555224  0.06550863  0.7054129        39.380447         3.5970583            0.58105946      38.482605        4.212795          2.5466864     
  11746-9101   1-218669    0.03996529  0.03996529  0.039922357 0.70113516       10.080795         2.1310177            0.44542843      11.639923        2.0100422         1.9097916     
  11746-9102   1-218707    0.049574673 0.049574673 0.04952905  0.53304493       61.071335         4.719227             0.3977323       60.595825        5.677582          2.3088024     
  10518-12705  1-607996    0.0458089   0.0458089   0.0452505   0.678863         167.108           14.7377              0.629188        169.583          16.5111           1.30787       
  10518-6101   1-182093    0.12399     0.12399     0.123451    0.952257         93.3028           3.69232              0.957223        76.0858          5.27883           3.86726       
  10518-12703  1-182807    0.0498279   0.0498279   0.049288    0.644642         131.266           6.04089              0.576813        132.073          6.27569           0.922319      
  10518-12702  1-79033     0.0320521   0.0320521   0.0314949   0.669093         11.1814           12.3196              0.56683         16.6236          24.1554           6.0           
  10518-6102   1-182818    0.0312445   0.0312445   0.0306951   0.473521         25.613            6.05546              0.352508        25.7901          6.75684           1.41192       
  10518-9101   1-78873     0.0419769   0.0419769   0.0414238   0.445514         28.9913           7.51333              0.254941        29.7084          12.2721           3.6286        
  10518-3704   1-182793    0.0427193   0.0427193   0.0421652   0.448745         143.901           2.71397              0.168624        146.835          2.6693            1.35642       
  10518-12701  1-182089    0.077612    0.077612    0.0770758   0.597503         109.033           5.11472              0.507522        112.229          5.94407           6.0           
  10518-3702   1-182452    0.0312593   0.0312593   0.0307239   0.724509         159.571           4.30167              0.520011        163.339          7.74488           6.0           
  10518-9102   1-182839    0.0286522   0.0286522   0.0281072   0.697591         76.4136           6.84444              0.557575        75.5251          10.9613           4.02629       
  10518-1902   1-79052     0.0320303   0.0320303   0.031474    0.748349         97.322            3.2465               0.609071        94.6585          3.51442           2.11436       
  10518-12704  1-607451    0.0977488   0.0977488   0.0972138   0.766153         76.7076           5.36498              0.734384        95.4134          4.19159           6.0           
  10518-3703   1-182424    0.0571      0.0576502   0.0571053   0.510144         79.4265           2.87409              0.311298        79.1421          2.84185           1.05337       
  10518-1901   1-182525    0.0229153   0.0229153   0.0223737   0.747899         126.423           3.6205               0.688718        123.591          4.50385           4.12046       
  10518-6103   1-182523    0.0443616   0.0443616   0.0438215   0.500944         41.7902           6.47966              0.349414        42.2759          8.41916           2.64038       
  10518-6104   1-79084     0.0457131   0.0457131   0.0451595   0.863076         129.88            3.36777              0.870928        132.301          3.46519           2.3306        
  10518-3701   1-79009     0.0317933   0.0316408   0.0310896   0.438013         134.422           3.90712              0.298584        135.277          4.1741            1.40909       
  11751-3701   1-301265    0.020878298 0.020878298 0.02091998  0.46774763       35.226074         4.328274             0.32702863      34.000458        4.49122           0.9819134     
  11751-9102   1-389400    0.042234365 0.042234365 0.04218383  0.5129663        142.61368         4.296204             0.3968076       142.99194        4.5329294         0.94786197    
  11751-1901   1-301090    0.041447632 0.041447632 0.041409135 0.7030488        25.483887         3.5326748            0.5161624       26.94751         3.7296119         3.0632086     
  11751-1902   1-301108    0.04050151  0.04050151  0.040459845 0.50282407       150.85265         2.211251             0.18051547      150.8652         2.118854          2.4804456     
  11751-6103   1-301561    0.022921612 0.022921612 0.022909269 0.5819078        96.334045         6.8114133            0.49305767      95.578064        7.2138004         0.7785063     
